timestep,src,dst,regime,episode_index,time_since_transition
0,3,89,A,0,0
0,3,97,A,0,0
0,3,107,A,0,0
0,3,110,A,0,0
0,3,128,A,0,0
0,3,154,A,0,0
0,3,163,A,0,0
0,3,178,A,0,0
0,3,209,A,0,0
0,3,210,A,0,0
0,3,226,A,0,0
0,3,231,A,0,0
0,3,242,A,0,0
0,3,266,A,0,0
0,3,267,A,0,0
0,3,270,A,0,0
0,3,279,A,0,0
0,3,291,A,0,0
0,4,19,A,0,0
0,4,20,A,0,0
0,4,35,A,0,0
0,4,39,A,0,0
0,4,75,A,0,0
0,4,91,A,0,0
0,4,92,A,0,0
0,4,111,A,0,0
0,4,123,A,0,0
0,4,128,A,0,0
0,4,129,A,0,0
0,4,132,A,0,0
0,4,137,A,0,0
0,4,144,A,0,0
0,4,151,A,0,0
0,4,170,A,0,0
0,4,178,A,0,0
0,4,196,A,0,0
0,4,200,A,0,0
0,4,204,A,0,0
0,4,207,A,0,0
0,4,210,A,0,0
0,4,219,A,0,0
0,4,222,A,0,0
0,4,229,A,0,0
0,4,247,A,0,0
0,4,248,A,0,0
0,4,256,A,0,0
0,4,257,A,0,0
0,4,258,A,0,0
0,4,270,A,0,0
0,5,11,A,0,0
0,5,39,A,0,0
0,5,40,A,0,0
0,5,52,A,0,0
0,5,64,A,0,0
0,5,87,A,0,0
0,5,88,A,0,0
0,5,111,A,0,0
0,5,117,A,0,0
0,5,137,A,0,0
0,5,140,A,0,0
0,5,144,A,0,0
0,5,149,A,0,0
0,5,165,A,0,0
0,5,180,A,0,0
0,5,189,A,0,0
0,5,205,A,0,0
0,5,241,A,0,0
0,5,246,A,0,0
0,5,249,A,0,0
0,5,252,A,0,0
0,5,263,A,0,0
0,5,282,A,0,0
0,6,34,A,0,0
0,6,37,A,0,0
0,6,53,A,0,0
0,6,61,A,0,0
0,6,63,A,0,0
0,6,64,A,0,0
0,6,68,A,0,0
0,6,72,A,0,0
0,6,121,A,0,0
0,6,129,A,0,0
0,6,138,A,0,0
0,6,153,A,0,0
0,6,156,A,0,0
0,6,163,A,0,0
0,6,167,A,0,0
0,6,176,A,0,0
0,6,179,A,0,0
0,6,185,A,0,0
0,6,221,A,0,0
0,6,235,A,0,0
0,6,238,A,0,0
0,6,240,A,0,0
0,6,245,A,0,0
0,6,250,A,0,0
0,6,258,A,0,0
0,6,265,A,0,0
0,6,273,A,0,0
0,6,276,A,0,0
0,6,279,A,0,0
0,6,291,A,0,0
0,7,15,A,0,0
0,7,32,A,0,0
0,7,34,A,0,0
0,7,37,A,0,0
0,7,50,A,0,0
0,7,53,A,0,0
0,7,54,A,0,0
0,7,57,A,0,0
0,7,59,A,0,0
0,7,65,A,0,0
0,7,87,A,0,0
0,7,95,A,0,0
0,7,163,A,0,0
0,7,164,A,0,0
0,7,177,A,0,0
0,7,194,A,0,0
0,7,211,A,0,0
0,7,221,A,0,0
0,7,224,A,0,0
0,7,231,A,0,0
0,7,233,A,0,0
0,7,234,A,0,0
0,7,256,A,0,0
0,7,259,A,0,0
0,7,269,A,0,0
0,7,276,A,0,0
0,7,277,A,0,0
0,7,285,A,0,0
0,7,295,A,0,0
0,7,297,A,0,0
0,8,28,A,0,0
0,8,29,A,0,0
0,8,32,A,0,0
0,8,38,A,0,0
0,8,65,A,0,0
0,8,86,A,0,0
0,8,91,A,0,0
0,8,102,A,0,0
0,8,107,A,0,0
0,8,120,A,0,0
0,8,122,A,0,0
0,8,127,A,0,0
0,8,133,A,0,0
0,8,137,A,0,0
0,8,145,A,0,0
0,8,150,A,0,0
0,8,157,A,0,0
0,8,161,A,0,0
0,8,178,A,0,0
0,8,183,A,0,0
0,8,201,A,0,0
0,8,204,A,0,0
0,8,211,A,0,0
0,8,215,A,0,0
0,8,225,A,0,0
0,8,229,A,0,0
0,8,232,A,0,0
0,8,238,A,0,0
0,8,249,A,0,0
0,8,261,A,0,0
0,8,284,A,0,0
0,9,22,A,0,0
0,9,52,A,0,0
0,9,73,A,0,0
0,9,79,A,0,0
0,9,82,A,0,0
0,9,85,A,0,0
0,9,91,A,0,0
0,9,104,A,0,0
0,9,117,A,0,0
0,9,119,A,0,0
0,9,128,A,0,0
0,9,135,A,0,0
0,9,136,A,0,0
0,9,146,A,0,0
0,9,159,A,0,0
0,9,165,A,0,0
0,9,168,A,0,0
0,9,169,A,0,0
0,9,194,A,0,0
0,9,202,A,0,0
0,9,220,A,0,0
0,9,224,A,0,0
0,9,227,A,0,0
0,9,229,A,0,0
0,9,234,A,0,0
0,9,236,A,0,0
0,9,241,A,0,0
0,9,245,A,0,0
0,9,250,A,0,0
0,9,257,A,0,0
0,9,262,A,0,0
0,9,270,A,0,0
0,9,273,A,0,0
0,9,276,A,0,0
0,9,292,A,0,0
0,9,294,A,0,0
0,10,16,A,0,0
0,10,23,A,0,0
0,10,28,A,0,0
0,10,35,A,0,0
0,10,38,A,0,0
0,10,48,A,0,0
0,10,65,A,0,0
0,10,74,A,0,0
0,10,97,A,0,0
0,10,103,A,0,0
0,10,133,A,0,0
0,10,136,A,0,0
0,10,161,A,0,0
0,10,162,A,0,0
0,10,167,A,0,0
0,10,182,A,0,0
0,10,186,A,0,0
0,10,191,A,0,0
0,10,199,A,0,0
0,10,203,A,0,0
0,10,216,A,0,0
0,10,232,A,0,0
0,10,241,A,0,0
0,10,244,A,0,0
0,10,254,A,0,0
0,10,257,A,0,0
0,10,263,A,0,0
0,10,272,A,0,0
0,10,273,A,0,0
0,10,274,A,0,0
0,10,283,A,0,0
0,10,290,A,0,0
0,10,293,A,0,0
0,11,22,A,0,0
0,11,32,A,0,0
0,11,37,A,0,0
0,11,40,A,0,0
0,11,57,A,0,0
0,11,59,A,0,0
0,11,77,A,0,0
0,11,83,A,0,0
0,11,85,A,0,0
0,11,87,A,0,0
0,11,98,A,0,0
0,11,110,A,0,0
0,11,121,A,0,0
0,11,128,A,0,0
0,11,129,A,0,0
0,11,130,A,0,0
0,11,146,A,0,0
0,11,149,A,0,0
0,11,151,A,0,0
0,11,154,A,0,0
0,11,171,A,0,0
0,11,189,A,0,0
0,11,202,A,0,0
0,11,204,A,0,0
0,11,212,A,0,0
0,11,216,A,0,0
0,11,219,A,0,0
0,11,220,A,0,0
0,11,230,A,0,0
0,11,231,A,0,0
0,11,236,A,0,0
0,11,240,A,0,0
0,11,269,A,0,0
0,11,272,A,0,0
0,11,280,A,0,0
0,12,21,A,0,0
0,12,22,A,0,0
0,12,24,A,0,0
0,12,54,A,0,0
0,12,62,A,0,0
0,12,85,A,0,0
0,12,96,A,0,0
0,12,108,A,0,0
0,12,132,A,0,0
0,12,147,A,0,0
0,12,170,A,0,0
0,12,181,A,0,0
0,12,183,A,0,0
0,12,188,A,0,0
0,12,189,A,0,0
0,12,196,A,0,0
0,12,235,A,0,0
0,12,240,A,0,0
0,12,241,A,0,0
0,12,255,A,0,0
0,12,283,A,0,0
0,12,291,A,0,0
0,12,295,A,0,0
0,13,16,A,0,0
0,13,28,A,0,0
0,13,42,A,0,0
0,13,66,A,0,0
0,13,77,A,0,0
0,13,81,A,0,0
0,13,83,A,0,0
0,13,90,A,0,0
0,13,133,A,0,0
0,13,138,A,0,0
0,13,152,A,0,0
0,13,176,A,0,0
0,13,181,A,0,0
0,13,182,A,0,0
0,13,197,A,0,0
0,13,200,A,0,0
0,13,201,A,0,0
0,13,216,A,0,0
0,13,218,A,0,0
0,13,274,A,0,0
0,13,278,A,0,0
0,13,279,A,0,0
0,13,283,A,0,0
0,13,293,A,0,0
0,13,294,A,0,0
0,13,298,A,0,0
0,14,25,A,0,0
0,14,45,A,0,0
0,14,55,A,0,0
0,14,62,A,0,0
0,14,66,A,0,0
0,14,75,A,0,0
0,14,77,A,0,0
0,14,86,A,0,0
0,14,107,A,0,0
0,14,122,A,0,0
0,14,127,A,0,0
0,14,133,A,0,0
0,14,137,A,0,0
0,14,141,A,0,0
0,14,151,A,0,0
0,14,154,A,0,0
0,14,167,A,0,0
0,14,168,A,0,0
0,14,171,A,0,0
0,14,175,A,0,0
0,14,176,A,0,0
0,14,195,A,0,0
0,14,200,A,0,0
0,14,203,A,0,0
0,14,211,A,0,0
0,14,224,A,0,0
0,14,225,A,0,0
0,14,234,A,0,0
0,14,256,A,0,0
0,14,257,A,0,0
0,14,261,A,0,0
0,14,271,A,0,0
0,14,273,A,0,0
0,14,288,A,0,0
0,14,293,A,0,0
0,14,299,A,0,0
0,15,38,A,0,0
0,15,53,A,0,0
0,15,54,A,0,0
0,15,57,A,0,0
0,15,65,A,0,0
0,15,76,A,0,0
0,15,85,A,0,0
0,15,92,A,0,0
0,15,94,A,0,0
0,15,100,A,0,0
0,15,109,A,0,0
0,15,123,A,0,0
0,15,129,A,0,0
0,15,136,A,0,0
0,15,149,A,0,0
0,15,156,A,0,0
0,15,176,A,0,0
0,15,177,A,0,0
0,15,188,A,0,0
0,15,194,A,0,0
0,15,200,A,0,0
0,15,203,A,0,0
0,15,213,A,0,0
0,15,233,A,0,0
0,15,252,A,0,0
0,15,260,A,0,0
0,15,277,A,0,0
0,15,279,A,0,0
0,15,299,A,0,0
0,16,25,A,0,0
0,16,28,A,0,0
0,16,29,A,0,0
0,16,34,A,0,0
0,16,77,A,0,0
0,16,90,A,0,0
0,16,97,A,0,0
0,16,98,A,0,0
0,16,102,A,0,0
0,16,125,A,0,0
0,16,127,A,0,0
0,16,144,A,0,0
0,16,155,A,0,0
0,16,168,A,0,0
0,16,190,A,0,0
0,16,191,A,0,0
0,16,199,A,0,0
0,16,201,A,0,0
0,16,206,A,0,0
0,16,211,A,0,0
0,16,218,A,0,0
0,16,263,A,0,0
0,16,274,A,0,0
0,16,288,A,0,0
0,16,294,A,0,0
0,17,36,A,0,0
0,17,39,A,0,0
0,17,60,A,0,0
0,17,61,A,0,0
0,17,75,A,0,0
0,17,100,A,0,0
0,17,101,A,0,0
0,17,103,A,0,0
0,17,106,A,0,0
0,17,119,A,0,0
0,17,132,A,0,0
0,17,151,A,0,0
0,17,173,A,0,0
0,17,189,A,0,0
0,17,196,A,0,0
0,17,202,A,0,0
0,17,207,A,0,0
0,17,208,A,0,0
0,17,222,A,0,0
0,17,226,A,0,0
0,17,233,A,0,0
0,17,239,A,0,0
0,17,244,A,0,0
0,17,245,A,0,0
0,17,246,A,0,0
0,17,247,A,0,0
0,17,248,A,0,0
0,17,253,A,0,0
0,17,257,A,0,0
0,17,272,A,0,0
0,17,275,A,0,0
0,17,276,A,0,0
0,17,280,A,0,0
0,17,288,A,0,0
0,17,298,A,0,0
0,17,299,A,0,0
0,18,27,A,0,0
0,18,30,A,0,0
0,18,52,A,0,0
0,18,55,A,0,0
0,18,75,A,0,0
0,18,94,A,0,0
0,18,106,A,0,0
0,18,113,A,0,0
0,18,115,A,0,0
0,18,123,A,0,0
0,18,131,A,0,0
0,18,135,A,0,0
0,18,151,A,0,0
0,18,162,A,0,0
0,18,189,A,0,0
0,18,193,A,0,0
0,18,206,A,0,0
0,18,213,A,0,0
0,18,229,A,0,0
0,18,240,A,0,0
0,18,246,A,0,0
0,18,248,A,0,0
0,18,249,A,0,0
0,18,252,A,0,0
0,18,257,A,0,0
0,18,270,A,0,0
0,18,271,A,0,0
0,18,288,A,0,0
0,18,292,A,0,0
0,19,20,A,0,0
0,19,27,A,0,0
0,19,49,A,0,0
0,19,73,A,0,0
0,19,78,A,0,0
0,19,81,A,0,0
0,19,103,A,0,0
0,19,111,A,0,0
0,19,116,A,0,0
0,19,120,A,0,0
0,19,129,A,0,0
0,19,134,A,0,0
0,19,144,A,0,0
0,19,148,A,0,0
0,19,159,A,0,0
0,19,171,A,0,0
0,19,195,A,0,0
0,19,212,A,0,0
0,19,229,A,0,0
0,19,256,A,0,0
0,19,260,A,0,0
0,19,270,A,0,0
0,19,285,A,0,0
0,20,39,A,0,0
0,20,70,A,0,0
0,20,79,A,0,0
0,20,83,A,0,0
0,20,85,A,0,0
0,20,92,A,0,0
0,20,99,A,0,0
0,20,100,A,0,0
0,20,116,A,0,0
0,20,125,A,0,0
0,20,132,A,0,0
0,20,152,A,0,0
0,20,156,A,0,0
0,20,160,A,0,0
0,20,175,A,0,0
0,20,184,A,0,0
0,20,191,A,0,0
0,20,202,A,0,0
0,20,217,A,0,0
0,20,234,A,0,0
0,20,243,A,0,0
0,20,245,A,0,0
0,20,246,A,0,0
0,20,247,A,0,0
0,20,253,A,0,0
0,20,257,A,0,0
0,20,258,A,0,0
0,20,260,A,0,0
0,20,264,A,0,0
0,20,272,A,0,0
0,20,285,A,0,0
0,20,286,A,0,0
0,21,25,A,0,0
0,21,26,A,0,0
0,21,34,A,0,0
0,21,44,A,0,0
0,21,49,A,0,0
0,21,72,A,0,0
0,21,77,A,0,0
0,21,80,A,0,0
0,21,93,A,0,0
0,21,110,A,0,0
0,21,111,A,0,0
0,21,133,A,0,0
0,21,137,A,0,0
0,21,147,A,0,0
0,21,150,A,0,0
0,21,157,A,0,0
0,21,161,A,0,0
0,21,163,A,0,0
0,21,168,A,0,0
0,21,171,A,0,0
0,21,176,A,0,0
0,21,195,A,0,0
0,21,197,A,0,0
0,21,214,A,0,0
0,21,221,A,0,0
0,21,222,A,0,0
0,21,226,A,0,0
0,21,227,A,0,0
0,21,232,A,0,0
0,21,263,A,0,0
0,21,278,A,0,0
0,22,39,A,0,0
0,22,60,A,0,0
0,22,73,A,0,0
0,22,78,A,0,0
0,22,86,A,0,0
0,22,91,A,0,0
0,22,100,A,0,0
0,22,101,A,0,0
0,22,121,A,0,0
0,22,151,A,0,0
0,22,164,A,0,0
0,22,171,A,0,0
0,22,181,A,0,0
0,22,183,A,0,0
0,22,198,A,0,0
0,22,203,A,0,0
0,22,205,A,0,0
0,22,212,A,0,0
0,22,222,A,0,0
0,22,229,A,0,0
0,22,233,A,0,0
0,22,262,A,0,0
0,22,276,A,0,0
0,22,281,A,0,0
0,22,285,A,0,0
0,22,298,A,0,0
0,23,24,A,0,0
0,23,31,A,0,0
0,23,36,A,0,0
0,23,40,A,0,0
0,23,47,A,0,0
0,23,62,A,0,0
0,23,68,A,0,0
0,23,78,A,0,0
0,23,103,A,0,0
0,23,110,A,0,0
0,23,126,A,0,0
0,23,136,A,0,0
0,23,143,A,0,0
0,23,150,A,0,0
0,23,155,A,0,0
0,23,160,A,0,0
0,23,183,A,0,0
0,23,215,A,0,0
0,23,223,A,0,0
0,23,226,A,0,0
0,23,235,A,0,0
0,23,259,A,0,0
0,23,267,A,0,0
0,23,276,A,0,0
0,23,279,A,0,0
0,23,295,A,0,0
0,23,297,A,0,0
0,24,50,A,0,0
0,24,63,A,0,0
0,24,89,A,0,0
0,24,100,A,0,0
0,24,113,A,0,0
0,24,133,A,0,0
0,24,137,A,0,0
0,24,142,A,0,0
0,24,143,A,0,0
0,24,155,A,0,0
0,24,166,A,0,0
0,24,185,A,0,0
0,24,186,A,0,0
0,24,188,A,0,0
0,24,224,A,0,0
0,24,228,A,0,0
0,24,230,A,0,0
0,24,246,A,0,0
0,24,264,A,0,0
0,24,294,A,0,0
0,25,26,A,0,0
0,25,35,A,0,0
0,25,53,A,0,0
0,25,58,A,0,0
0,25,74,A,0,0
0,25,77,A,0,0
0,25,106,A,0,0
0,25,114,A,0,0
0,25,123,A,0,0
0,25,133,A,0,0
0,25,134,A,0,0
0,25,138,A,0,0
0,25,157,A,0,0
0,25,171,A,0,0
0,25,172,A,0,0
0,25,201,A,0,0
0,25,216,A,0,0
0,25,217,A,0,0
0,25,238,A,0,0
0,25,239,A,0,0
0,25,242,A,0,0
0,25,256,A,0,0
0,25,263,A,0,0
0,25,271,A,0,0
0,25,278,A,0,0
0,25,284,A,0,0
0,25,285,A,0,0
0,25,287,A,0,0
0,25,294,A,0,0
0,25,295,A,0,0
0,26,40,A,0,0
0,26,43,A,0,0
0,26,45,A,0,0
0,26,48,A,0,0
0,26,65,A,0,0
0,26,67,A,0,0
0,26,77,A,0,0
0,26,97,A,0,0
0,26,102,A,0,0
0,26,107,A,0,0
0,26,109,A,0,0
0,26,111,A,0,0
0,26,125,A,0,0
0,26,127,A,0,0
0,26,144,A,0,0
0,26,150,A,0,0
0,26,152,A,0,0
0,26,155,A,0,0
0,26,156,A,0,0
0,26,160,A,0,0
0,26,164,A,0,0
0,26,201,A,0,0
0,26,203,A,0,0
0,26,206,A,0,0
0,26,213,A,0,0
0,26,218,A,0,0
0,26,231,A,0,0
0,26,262,A,0,0
0,26,268,A,0,0
0,26,278,A,0,0
0,26,284,A,0,0
0,26,293,A,0,0
0,26,298,A,0,0
0,27,63,A,0,0
0,27,71,A,0,0
0,27,78,A,0,0
0,27,82,A,0,0
0,27,106,A,0,0
0,27,115,A,0,0
0,27,116,A,0,0
0,27,135,A,0,0
0,27,167,A,0,0
0,27,172,A,0,0
0,27,176,A,0,0
0,27,177,A,0,0
0,27,179,A,0,0
0,27,187,A,0,0
0,27,234,A,0,0
0,27,239,A,0,0
0,27,246,A,0,0
0,27,270,A,0,0
0,27,275,A,0,0
0,27,279,A,0,0
0,28,29,A,0,0
0,28,38,A,0,0
0,28,49,A,0,0
0,28,55,A,0,0
0,28,69,A,0,0
0,28,111,A,0,0
0,28,122,A,0,0
0,28,129,A,0,0
0,28,131,A,0,0
0,28,140,A,0,0
0,28,172,A,0,0
0,28,184,A,0,0
0,28,218,A,0,0
0,28,235,A,0,0
0,28,284,A,0,0
0,28,286,A,0,0
0,28,290,A,0,0
0,28,296,A,0,0
0,29,49,A,0,0
0,29,58,A,0,0
0,29,63,A,0,0
0,29,77,A,0,0
0,29,85,A,0,0
0,29,97,A,0,0
0,29,102,A,0,0
0,29,112,A,0,0
0,29,113,A,0,0
0,29,114,A,0,0
0,29,122,A,0,0
0,29,125,A,0,0
0,29,131,A,0,0
0,29,134,A,0,0
0,29,171,A,0,0
0,29,184,A,0,0
0,29,195,A,0,0
0,29,196,A,0,0
0,29,210,A,0,0
0,29,216,A,0,0
0,29,217,A,0,0
0,29,238,A,0,0
0,29,245,A,0,0
0,29,261,A,0,0
0,29,264,A,0,0
0,29,265,A,0,0
0,29,284,A,0,0
0,29,296,A,0,0
0,30,37,A,0,0
0,30,72,A,0,0
0,30,75,A,0,0
0,30,79,A,0,0
0,30,82,A,0,0
0,30,87,A,0,0
0,30,106,A,0,0
0,30,121,A,0,0
0,30,128,A,0,0
0,30,135,A,0,0
0,30,149,A,0,0
0,30,184,A,0,0
0,30,188,A,0,0
0,30,189,A,0,0
0,30,195,A,0,0
0,30,202,A,0,0
0,30,203,A,0,0
0,30,204,A,0,0
0,30,207,A,0,0
0,30,210,A,0,0
0,30,211,A,0,0
0,30,212,A,0,0
0,30,213,A,0,0
0,30,215,A,0,0
0,30,236,A,0,0
0,30,250,A,0,0
0,30,253,A,0,0
0,30,257,A,0,0
0,31,34,A,0,0
0,31,56,A,0,0
0,31,58,A,0,0
0,31,63,A,0,0
0,31,66,A,0,0
0,31,68,A,0,0
0,31,80,A,0,0
0,31,100,A,0,0
0,31,102,A,0,0
0,31,111,A,0,0
0,31,114,A,0,0
0,31,117,A,0,0
0,31,150,A,0,0
0,31,165,A,0,0
0,31,169,A,0,0
0,31,170,A,0,0
0,31,174,A,0,0
0,31,177,A,0,0
0,31,186,A,0,0
0,31,204,A,0,0
0,31,216,A,0,0
0,31,231,A,0,0
0,31,232,A,0,0
0,31,237,A,0,0
0,31,256,A,0,0
0,31,267,A,0,0
0,31,269,A,0,0
0,31,286,A,0,0
0,32,36,A,0,0
0,32,39,A,0,0
0,32,43,A,0,0
0,32,45,A,0,0
0,32,53,A,0,0
0,32,95,A,0,0
0,32,105,A,0,0
0,32,110,A,0,0
0,32,118,A,0,0
0,32,133,A,0,0
0,32,140,A,0,0
0,32,165,A,0,0
0,32,174,A,0,0
0,32,175,A,0,0
0,32,180,A,0,0
0,32,185,A,0,0
0,32,203,A,0,0
0,32,231,A,0,0
0,32,236,A,0,0
0,32,238,A,0,0
0,32,244,A,0,0
0,32,255,A,0,0
0,32,265,A,0,0
0,32,289,A,0,0
0,32,292,A,0,0
0,33,36,A,0,0
0,33,44,A,0,0
0,33,54,A,0,0
0,33,66,A,0,0
0,33,72,A,0,0
0,33,84,A,0,0
0,33,116,A,0,0
0,33,156,A,0,0
0,33,166,A,0,0
0,33,167,A,0,0
0,33,190,A,0,0
0,33,192,A,0,0
0,33,209,A,0,0
0,33,217,A,0,0
0,33,244,A,0,0
0,33,250,A,0,0
0,33,269,A,0,0
0,33,276,A,0,0
0,33,291,A,0,0
0,34,46,A,0,0
0,34,47,A,0,0
0,34,50,A,0,0
0,34,65,A,0,0
0,34,71,A,0,0
0,34,87,A,0,0
0,34,105,A,0,0
0,34,111,A,0,0
0,34,115,A,0,0
0,34,118,A,0,0
0,34,130,A,0,0
0,34,144,A,0,0
0,34,147,A,0,0
0,34,149,A,0,0
0,34,163,A,0,0
0,34,166,A,0,0
0,34,183,A,0,0
0,34,188,A,0,0
0,34,191,A,0,0
0,34,221,A,0,0
0,34,222,A,0,0
0,34,223,A,0,0
0,34,224,A,0,0
0,34,226,A,0,0
0,34,228,A,0,0
0,34,230,A,0,0
0,34,243,A,0,0
0,34,246,A,0,0
0,34,247,A,0,0
0,34,255,A,0,0
0,34,265,A,0,0
0,34,266,A,0,0
0,34,279,A,0,0
0,34,285,A,0,0
0,34,296,A,0,0
0,35,36,A,0,0
0,35,44,A,0,0
0,35,54,A,0,0
0,35,58,A,0,0
0,35,84,A,0,0
0,35,89,A,0,0
0,35,93,A,0,0
0,35,96,A,0,0
0,35,111,A,0,0
0,35,116,A,0,0
0,35,130,A,0,0
0,35,131,A,0,0
0,35,134,A,0,0
0,35,137,A,0,0
0,35,147,A,0,0
0,35,169,A,0,0
0,35,171,A,0,0
0,35,178,A,0,0
0,35,181,A,0,0
0,35,186,A,0,0
0,35,191,A,0,0
0,35,199,A,0,0
0,35,206,A,0,0
0,35,216,A,0,0
0,35,217,A,0,0
0,35,222,A,0,0
0,35,254,A,0,0
0,35,262,A,0,0
0,35,280,A,0,0
0,35,286,A,0,0
0,35,288,A,0,0
0,35,290,A,0,0
0,35,292,A,0,0
0,35,294,A,0,0
0,36,42,A,0,0
0,36,43,A,0,0
0,36,49,A,0,0
0,36,50,A,0,0
0,36,55,A,0,0
0,36,63,A,0,0
0,36,72,A,0,0
0,36,76,A,0,0
0,36,86,A,0,0
0,36,87,A,0,0
0,36,88,A,0,0
0,36,97,A,0,0
0,36,113,A,0,0
0,36,115,A,0,0
0,36,120,A,0,0
0,36,130,A,0,0
0,36,140,A,0,0
0,36,144,A,0,0
0,36,149,A,0,0
0,36,151,A,0,0
0,36,177,A,0,0
0,36,178,A,0,0
0,36,181,A,0,0
0,36,187,A,0,0
0,36,188,A,0,0
0,36,192,A,0,0
0,36,213,A,0,0
0,36,228,A,0,0
0,36,236,A,0,0
0,36,245,A,0,0
0,36,267,A,0,0
0,36,274,A,0,0
0,36,282,A,0,0
0,36,285,A,0,0
0,36,291,A,0,0
0,37,42,A,0,0
0,37,52,A,0,0
0,37,53,A,0,0
0,37,58,A,0,0
0,37,59,A,0,0
0,37,61,A,0,0
0,37,62,A,0,0
0,37,71,A,0,0
0,37,86,A,0,0
0,37,88,A,0,0
0,37,89,A,0,0
0,37,98,A,0,0
0,37,103,A,0,0
0,37,108,A,0,0
0,37,143,A,0,0
0,37,148,A,0,0
0,37,149,A,0,0
0,37,163,A,0,0
0,37,169,A,0,0
0,37,183,A,0,0
0,37,194,A,0,0
0,37,198,A,0,0
0,37,231,A,0,0
0,37,276,A,0,0
0,38,47,A,0,0
0,38,48,A,0,0
0,38,49,A,0,0
0,38,84,A,0,0
0,38,93,A,0,0
0,38,98,A,0,0
0,38,102,A,0,0
0,38,111,A,0,0
0,38,122,A,0,0
0,38,133,A,0,0
0,38,150,A,0,0
0,38,154,A,0,0
0,38,167,A,0,0
0,38,168,A,0,0
0,38,176,A,0,0
0,38,201,A,0,0
0,38,211,A,0,0
0,38,218,A,0,0
0,38,246,A,0,0
0,38,278,A,0,0
0,38,287,A,0,0
0,38,299,A,0,0
0,39,106,A,0,0
0,39,121,A,0,0
0,39,146,A,0,0
0,39,179,A,0,0
0,39,202,A,0,0
0,39,214,A,0,0
0,39,236,A,0,0
0,39,248,A,0,0
0,39,252,A,0,0
0,39,263,A,0,0
0,39,267,A,0,0
0,39,268,A,0,0
0,39,270,A,0,0
0,39,275,A,0,0
0,39,280,A,0,0
0,39,286,A,0,0
0,40,42,A,0,0
0,40,52,A,0,0
0,40,57,A,0,0
0,40,60,A,0,0
0,40,64,A,0,0
0,40,70,A,0,0
0,40,75,A,0,0
0,40,83,A,0,0
0,40,91,A,0,0
0,40,100,A,0,0
0,40,116,A,0,0
0,40,126,A,0,0
0,40,129,A,0,0
0,40,135,A,0,0
0,40,144,A,0,0
0,40,153,A,0,0
0,40,169,A,0,0
0,40,178,A,0,0
0,40,188,A,0,0
0,40,195,A,0,0
0,40,196,A,0,0
0,40,202,A,0,0
0,40,204,A,0,0
0,40,213,A,0,0
0,40,219,A,0,0
0,40,220,A,0,0
